lat,lng,name,location,mday,total,bikes,parks
25.05126,121.53845,"Zhong Zheng Elementary School (Ln. 48, Sec. 3, NanJing E. Rd.)","Ln. 48, Sec. 3, NanJing E. Rd. & Ln. 76, LongJiang Rd. Intersection",2024-06-23 08:39:18,15,6,9
25.08044,121.56152,Times Square Taipei,"No. 308, ZhiFu Rd.",2024-06-23 08:38:20,35,3,32
25.06493,121.53034,JiLin Rd. & NongAn St. Intersection (Northwest),"No. 388, JiLin Rd.",2024-06-23 08:49:20,15,10,5
25.07734,121.56310,HuanShan Pumping Station,"No. 168, JiHu Rd.",2024-06-23 07:15:22,21,6,15
25.06292,121.52299,MinQuan E. Rd. & ZhongShan N. Rd. Intersection (Northeast),"No. 171, Sec. 2, ZhongShan N. Rd.",2024-06-23 08:45:22,25,2,23
25.06409,121.54415,FuXing N. Rd. & WuChang St. Intersection (Southwest),"No. 448, FuXing N. Rd.",2024-06-23 08:23:01,26,12,14
25.04819,121.53282,SongJiang Rd. & ChangAn E. Rd. Intersection,"No. 50, SongJiang Rd.",2024-06-23 08:48:20,20,16,4
25.09122,121.55961,"Aly. 118, Ln. 21, Wunhu St.","No. 6-10, Aly. 118, Ln. 21, Wunhu St.",2024-06-23 08:32:20,28,23,5
25.08378,121.56208,Beishi Lake Environmental Park,"No. 66-72, Sec. 1, Neihu Rd.",2024-06-23 06:33:20,15,5,10
25.07977,121.56454,Jhouzih No.1 Park,"No. 37, Jihu Rd.",2024-06-23 08:14:20,43,9,34
25.08284,121.56449,Xikang Park,"No. 225, Sec 1, Neihu Rd.",2024-06-23 08:38:19,16,8,8
25.08637,121.56088,Wenhu Elementary School,"Ln. 21, Wunhu St.",2024-06-23 08:48:20,43,19,24
25.08707,121.56406,"No. 10, Ln. 81, Wenhu St","No. 10, Ln. 81, Wenhu St.(West)",2024-06-23 08:50:30,14,10,3
25.08637,121.56574,Takming University of Science and Technology,"No. 56, Sec. 1, Huanshan Rd.(South)",2024-06-23 08:46:19,36,15,21
25.08260,121.57158,Lishan Elementary School,"Ln. 411, Sec. 1, Neihu Rd.(East)",2024-06-23 08:48:20,18,2,16
25.08398,121.57725,Lishan Senior High School,"No. 141, Sec. 2, Huanshan Rd.(North)",2024-06-23 08:42:20,33,4,29
25.08522,121.57462,Ganghua 2nd Park,"No. 81, Sec. 2, Huanshan Rd.(Northwest)",2024-06-23 08:44:20,16,2,14
25.08803,121.59958,Dahu Elementary School,"Dahu Shanzhuang St & Ln. 176, Dahu Shanzhuang St. (Southeast)",2024-06-23 08:48:20,25,13,12
25.07021,121.61593,Anhu No.3 Park,"No. 3, Aly. 49, Ln. 113, Donghu Rd. (North)",2024-06-23 08:44:20,12,8,4
25.07177,121.61491,"Aly. 95, Ln. 113, Donghu Rd","No. 13, Aly. 95, Ln. 113, Donghu Rd. (West)",2024-06-23 08:27:21,10,6,4
25.07450,121.57389,Ruiguangjichengchefuwu Sta,"No. 2, Ln. 221, Gangqian Rd.",2024-06-23 08:37:20,20,10,10
25.07524,121.57720,Wende No. 3 Park,"No. 271, Ruiguang Rd. (Southeast)",2024-06-23 08:46:20,15,1,14
25.08395,121.60185,MRT Dahu Park Sta. (Exit 2),"No. 5, Sec. 5, Chenggong Rd. (East)",2024-04-22 01:15:19,28,0,28
25.07958,121.59336,Kangning Rd & Xingyun St Intersection,"No. 116, Sec. 1, Kangning Rd.",2024-06-23 08:08:19,12,8,4
25.07864,121.59177,"No. 47, Xingyun St","No. 47, Xingyun St. (South)",2024-06-23 08:51:20,15,12,2
25.08301,121.56638,MRT Xihu Sta. (Exit 1),"Ln. 9, Sec. 1, Huanshan Rd",2024-06-23 08:37:20,23,6,17
25.08205,121.56716,MRT Xihu Sta. (Exit 2),"No. 291, Sec. 1, Neihu Rd. (Opposite)",2024-06-23 08:43:19,19,7,12
25.07932,121.56869,Zhouzi No. 2 Park,"No. 500, Ruiguang Rd. (Opposite)",2024-06-23 08:28:19,60,15,45
25.08296,121.57520,Gangdu Park,"No. 57, Ganghua St. (Opposite)",2024-06-23 08:49:20,15,4,11
25.08598,121.57200,"Ln. 26, Sec. 2, Huanshan Rd Intersection","Sec. 2, Huanshan Rd & Ln. 26, Sec. 2, Huanshan Rd (Southwest)",2024-06-23 08:47:19,22,20,2
25.08436,121.59478,Chenggong Rd & Jinlong Rd Intersection,"No. 188, Sec. 4, Chenggong Rd.",2024-06-23 08:51:20,29,24,5
25.08780,121.59227,Bishan Park,"No. 28, Ln. 60, Sec. 3, Neihu Rd. (East)",2024-06-23 08:49:20,31,22,8
25.08785,121.58790,Jinrui Park,"No. 203-8, Jinlong Rd. (North)",2024-06-23 08:49:20,30,14,16
25.07842,121.58464,MRT Wende Sta. (Exit 2),"No. 212, Wende Rd.",2024-06-23 08:45:22,49,11,38
25.07695,121.58764,Yangguang Park,"Yangguang St & Ln. 220, Wende Rd Intersection",2024-06-23 08:27:21,16,7,9
25.07504,121.58375,Wende No.2 Park (South),"Aly. 102, Ln. 68, Yangguang St & Yangguang St Intersection",2024-06-23 08:32:20,13,6,7
25.07758,121.58381,Wende No.2 Park (North),"No. 12, Ln. 210, Wende Rd. (Opposite)",2024-06-23 08:50:31,15,6,9
25.07777,121.57961,Ruiyang Park,"No. 6, Ln. 22, Wende Rd. (Opposite)",2024-06-23 08:42:20,12,3,7
25.07538,121.58079,Hu Guang Public House,"Ln. 22, Wende Rd & No. 1, Aly. 74, Ln. 22, Wende Rd Intersection",2024-06-23 08:49:20,37,12,25
25.05575,121.58486,"No. 213, Tanmei St.","No. 213, Tanmei St. (South)",2024-06-23 07:38:19,12,4,8
25.05590,121.57991,"No. 180, Sec. 6, Nanjing E. Rd.","No. 180, Sec. 6, Nanjing E. Rd. (North)",2024-06-23 08:01:19,21,18,2
25.05768,121.58159,Tanmei Elementary School (Nanjing Rd. & Jiuzong Rd. Intersection,"No. 179, Xingshan Rd. (South)",2024-06-23 08:50:30,29,20,9
25.05653,121.58345,"No. 343, Xinming Rd.","No. 343, Xinming Rd. (North)",2024-06-23 08:10:07,10,6,4
25.05390,121.58084,Zhoumei Community Center,"No. 139, Tanmei St.",2024-06-23 08:46:20,17,12,5
25.06915,121.58898,Neihu District Office,"No. 99, Sec. 6, Minquan E. Rd.",2024-06-23 08:44:20,25,13,12
25.07007,121.62055,Lekang Park,"No. 22-1, Aly. 73, Ln. 61, Kangle St. (South)",2024-06-23 08:25:22,20,17,3
25.06181,121.59447,"Aly. 24, Ln. 32, Ankang Rd.","No. 22, Aly. 24, Ln. 32, Ankang Rd.",2024-06-23 08:27:20,21,8,13
25.06256,121.58607,Mingmei Park,"No. 27, Shitan Rd. (South)",2024-06-23 07:54:20,30,8,22
25.05827,121.58707,"Ln. 368, Sec. 6, Nanjing E. Rd.","No. 382, Sec. 6, Nanjing E. Rd. (Southwest)",2024-06-23 08:40:31,73,16,57
25.06058,121.59110,Xinming Rd. & Chenggong Rd. Intersection,"No. 22, Xinming Rd.",2024-06-23 08:10:07,30,20,10
25.06835,121.58323,Minquan E. Rd. & Ruiguang Rd. Intersection,"No. 50, Sec. 6, Minquan E. Rd.",2024-06-23 07:59:19,32,23,9
25.07335,121.57951,Ruiguang Public Housing (Ruiguang Rd),"No. 160, Ruiguang Rd.",2024-06-23 08:49:20,18,4,14
25.06853,121.57813,"Ln. 15, Sec. 6, Minquan E. Rd.","No. 29, Ln. 15, Sec. 6, Minquan E. Rd.",2024-06-23 02:06:19,28,2,26
25.06709,121.58002,Rotary Park,"No. 30, Sec. 6, Minquan E. Rd.",2024-06-23 07:56:19,30,17,13
25.06286,121.57497,Xinhu 3rd Rd & Minshan St Intersection,"No. 36, Xinhu 3rd Rd.",2024-06-23 08:13:19,15,3,12
25.05594,121.57865,No.119 Neihu Greens,"No. 125, Sec. 6, Nanjing E. Rd. (South)",2024-06-23 08:08:20,24,10,14
25.05301,121.57592,Xingshan Park,"No. 27, Tanmei St. (West)",2024-06-23 08:01:20,20,14,6
25.07151,121.58991,Tri-Service General Hospital,"No. 424, Sec. 2, Chenggong Rd. (Opposite)",2024-06-23 08:27:21,50,12,38
25.06877,121.59265,Fuhua Market,"Sec. 6, Minquan E. Rd. / Ln. 180, Sec. 6, Minquan E. Rd. (Southwest)",2024-06-23 08:46:20,25,5,20
25.06740,121.59749,Taipei Tennis Center,"No. 208, Sec. 6, Minquan E. Rd.",2024-06-23 08:22:56,34,0,34
25.07249,121.60796,MRT Huzhou Sta. (Exit 1),"No. 39, Sec. 3, Kangning Rd. (Opposite)",2024-06-23 08:24:15,37,37,0
25.07332,121.60223,Lihu Elementary School,"No. 11, Ln. 363, Jinhu Rd. (Opposite)",2024-06-23 08:42:19,27,5,22
25.07330,121.59834,"Aly. 125, Ln. 347, Jinhu Rd. Intersection","No. 1, Aly. 125, Ln. 347, Jinhu Rd. (Opposite)",2024-06-23 05:41:19,15,10,5
25.07988,121.58287,Bihu Park,"Sec. 2, Neihu Rd. / Ln. 103, Sec. 2, Neihu Rd. (Northeast)",2024-06-23 08:46:19,25,14,11
25.08317,121.58109,"Bihu Park (Ln. 103, Sec. 2, Neihu Rd.)","No. 76, Ln. 103, Sec. 2, Neihu Rd. (Opposite)",2024-06-23 08:50:31,19,10,7
25.08357,121.58534,Maoqi Community,"No. 17, Aly. 48, Ln. 179, Sec. 2, Neihu Rd.",2024-06-23 08:25:15,17,12,5
25.08165,121.58891,Neihu District Farmers' Association,"No. 334, Sec. 2, Neihu Rd.",2024-06-23 08:45:15,12,0,12
25.08350,121.59454,MRT Neihu Sta. (Exit 2),"No. 2, Aly. 6, Ln. 167, Sec. 4, Chenggong Rd.",2024-06-23 08:42:15,10,0,10
25.07896,121.59921,Kangning Rd. & Jinhu Rd. Intersection,"No. 273, Sec. 1, Kangning Rd. (Opposite)",2024-06-23 07:52:19,14,7,4
25.07792,121.59354,"Aly. 20, Ln. 156, Sec. 1, Kangning Rd. Intersection","Ln. 156, Sec. 1, Kangning Rd. / Aly. 20, Ln. 156, Sec. 1, Kangning Rd. (West)",2024-06-23 08:46:20,17,10,7
25.06657,121.61360,Ankang Park,"No. 31, Ln. 14, Wufen St. (Opposite)",2024-06-23 08:28:19,19,4,15
25.07669,121.61709,"Ln. 83, Antai St.","No. 3, Ln. 83, Antai St. (Opposite)",2024-06-23 08:49:20,34,27,7
25.08722,121.62306,Neigousi Ecological Exhibition Hall,"No. 236-3, Kangle St.",2024-06-23 08:14:20,16,7,9
25.07967,121.57584,MRT Gangqian Sta. (Exit 2),"No. 520, Sec. 1, Neihu Rd.",2024-06-23 08:51:20,47,17,30
25.07334,121.61962,Dong Hu Junior High School,"No. 4, Ln. 125, Kangle St. (Opposite)",2024-06-23 08:50:31,42,29,13
25.06261,121.59334,Shitan Park (Ankang Rd.),"No. 28, Ankang Rd. (Northwest)",2024-06-23 06:10:27,20,8,12
25.06209,121.60347,Neihu Refuse Incineration Plant,"No. 290, Ankang Rd. (West)",2024-06-23 08:31:20,20,5,15
25.06927,121.61019,Kangning Park (North),"No. 60, Sec. 3, Kangning Rd. (South)",2024-06-23 08:48:20,20,7,13
25.07160,121.60936,"Ln. 54, Sec. 3, Kangning Rd. Intersection","No. 54-5, Sec. 3, Kangning Rd. (West)",2024-06-23 01:48:19,15,5,10
25.05707,121.57658,"Ln. 25, Xingshan Rd. Intersection","No. 39, Xingshan Rd.",2024-06-23 08:36:20,21,3,17
25.05503,121.57823,"Ln. 460, Xinming Rd. Intersection","No. 122, Sec. 6, Nanjing E. Rd. ((Front right))",2024-06-23 08:08:19,15,13,2
25.06516,121.59561,Xiawan Park,"Ln. 206, Sec. 6, Minquan E. Rd. & Aly. 75, Ln. 190, Sec. 6, Minquan E. Rd. (Northwest)",2024-06-23 00:41:19,30,9,21
25.06708,121.60059,"Ln. 245, Sec. 6, Minquan E. Rd. Intersection","No. 247, Sec. 6, Minquan E. Rd.",2024-06-23 08:46:20,17,10,7
25.06854,121.61532,Donghu Elementary School,"Donghu Rd.& Ln. 113, Donghu Rd. Intersection (East)",2024-06-23 08:49:20,29,22,7
25.08373,121.59406,MRT Neihu Sta. (Exit.1),"Ln. 182, Sec. 4, Chenggong Rd. & Sec. 4, Chenggong Rd. Intersection (West)",2024-06-23 08:51:20,28,16,8
25.07611,121.57487,Rueiguang Rd. & Gangcian Rd. Intersection,"No. 185, Gangcian Rd.",2024-06-23 08:50:31,30,0,30
25.07296,121.57603,Rueihu St. & Yangguang St. Intersection,"No. 101, Rueihu St. (Opposite)",2024-06-23 08:48:20,34,11,23
25.08554,121.59076,Jinlong Park,"Ln. 112, Jinlong Rd.",2024-06-23 08:51:20,15,3,12
25.07943,121.59544,"Aly. 1, Ln. 138, Xingyun St.","No. 12, Ln. 138, Xingyun St.",2024-06-23 08:24:15,15,0,14
25.07567,121.61180,Donghu No. 1 Park,"No. 13, Aly. 163, Ln. 189, Sec. 3, Kangning Rd. (Southeast)",2024-06-23 08:44:20,10,6,4
25.07415,121.61075,Donghu No. 2 Park,"No. 70, Aly. 39, Ln. 99, Sec. 3, Kangning Rd. (Southeast)",2024-06-23 08:40:31,15,11,4
25.07514,121.60857,Kanghu No. 2 Park(Kang-Ning General Hospital),"No. 17, Ln. 420, Sec. 5, Chenggong Rd. (East)",2024-06-23 08:50:31,16,3,13
25.05892,121.57354,Tiding Blvd. & Xinhu 1st Rd. Intersection,"No. 215, Sec. 1, Tiding Blvd.",2024-06-23 05:52:19,13,8,5
25.06682,121.59070,Xiawan Park,"No. 189, Sec. 2, Chenggong Rd. (North)",2024-06-23 08:46:14,16,15,1
25.05876,121.58062,Jiuzong Rd. & Xingshan Rd. Intersection,"No. 179, Xingshan Rd.",2024-06-23 08:27:21,22,9,13
25.06455,121.58262,"Ln. 250, Xinhu 2nd Rd.","Xinhu 2nd Rd. & Ln. 250, Xinhu 2nd Rd. Intersection (Southwest)",2024-06-23 08:15:22,20,11,9
25.08105,121.59205,"Ln. 41, Sec. 4, Chenggong Rd.","No. 6, Ln. 41, Sec. 4, Chenggong Rd.",2024-06-23 08:50:31,12,8,4
25.08151,121.59764,Jinhu Rd. & Xingyun St. Intersection,"No. 83, Jinhu Rd. (Opposite)",2024-06-23 08:50:31,30,22,8
25.06851,121.59559,National Defense Medical Center,"No. 161, Sec. 6, Minquan E. Rd.",2024-06-23 07:40:32,25,12,13
25.06434,121.59399,"Aly. 117, Ln. 190, Sec. 6, Minquan E. Rd.","No. 15, Aly. 117, Ln. 190, Sec. 6, Minquan E. Rd.",2024-06-23 03:06:19,15,12,3
25.07848,121.57493,Taipei Neihu Sports Center,"No. 12, Zhouzi St.",2024-06-23 08:36:20,21,16,5
25.08844,121.56122,Jiuhua Park,"No. 25-6, Aly. 68, Ln. 21, Wenhu St. (North)",2024-06-23 08:45:22,16,7,9
25.08454,121.58400,"Ln. 179, Sec. 2, Neihu Rd.","No. 242, Ln. 179, Sec. 2, Neihu Rd. (Opposite)",2024-06-23 08:25:21,16,12,4
25.06060,121.58286,Xingshan Rd. & Xing'ai Rd. Intersection,"No. 243, Xingshan Rd.",2024-06-23 08:43:20,12,10,2
25.06017,121.57552,Xinhu 2nd Rd. & Minshan St. Intersection (Carrefour),"No. 88, Minshan St.",2024-06-23 08:47:20,23,12,11
25.06007,121.60138,Welldone Building,"No. 181, Anmei St.",2024-06-23 07:39:18,25,8,17
25.07433,121.58584,"Ln. 161, Yangguang St. Intersection","No. 14, Ln. 161, Yangguang St. (Opposite)",2024-06-23 08:24:20,16,8,7
25.05928,121.58617,"Tanmei Park (Ln. 368, Sec. 6, Nanjing E. Rd.)","No. 366, Sec. 6, Nanjing E. Rd. (Opposite)",2024-06-23 08:44:20,18,3,15
25.08503,121.56370,Xikang No. 2 Park,"Ln. 60, Wenhu St. & Ln. 24, Sec. 1, Huanshan Rd. Intersection (North)",2024-06-23 08:40:31,21,9,12
25.06935,121.58692,"Sanmin Junior High School (Ln. 47, Sec. 6, Minquan E. Rd.)","No. 6, Ln. 47, Sec. 6, Minquan E. Rd. (Opposite)",2024-06-23 08:34:19,13,6,7
25.07168,121.58125,"Ln. 76, Ruiguang Rd.","No. 102, Ruiguang Rd.",2024-06-23 08:37:19,12,3,9
25.06664,121.61351,MRT Donghu Sta.,"Ln. 315, Ankang Rd. & Ln. 14, Wufen St. Intersection (West)",2024-06-23 08:46:20,35,9,26
25.06874,121.58923,XinHu Elementary School,"Sec. 6, Minquan E. Rd. & Aly. 31, Ln. 320, Sec. 2, Chenggong Rd. Intersection (Southeast)",2024-06-23 08:17:29,12,0,12
25.08627,121.59140,Bishan Rd. & Neihu Rd. Intersection,"No. 15, Ln. 72, Sec. 3, Neihu Rd. (West)",2024-06-23 08:46:20,16,10,6
25.07038,121.60352,"Ln. 413, Sec. 6, Minquan E. Rd.","No. 409, Sec. 6, Minquan E. Rd.",2024-06-23 02:56:19,16,8,8
25.07676,121.57433,Honhui Ruiguang Plaza (Ruiguang Rd.),"No. 353, Ruiguang Rd. (Ruiguang Rd.)",2024-06-23 08:34:19,16,3,13
25.07777,121.57562,Honhui Ruiguang Plaza (Gangqian Rd.),"No. 353, Ruiguang Rd. (Gangqian Rd.)",2024-06-23 08:47:20,20,16,4
25.07192,121.61955,"Ln. 151, Kangle St.","Ln. 151, Kangle St. & Kangle St. Intersection",2024-06-23 08:51:20,24,16,8
25.08120,121.57067,"Ln. 360, Sec. 1, Neihu Rd.","No. 358, Sec. 1, Neihu Rd.",2024-06-23 07:17:37,15,7,8
25.07823,121.58980,"No. 83, Sec. 3, Chenggong Rd.","No. 83, Sec. 3, Chenggong Rd.",2024-06-23 08:48:20,11,6,5
25.08781,121.55872,"Ln. 47, Sec. 1, Neihu Rd.","Ln. 47, Sec. 1, Neihu Rd. & Aly. 22, Ln. 47, Sec. 1, Neihu Rd. Intersection",2024-06-23 08:28:19,16,11,5
25.07243,121.57416,Yangguang St. & Jiuzong Rd. Intersection,"Yangguang St. & Sec. 2, Jiuzong Rd. Intersection",2024-06-23 06:42:19,20,7,13
25.07392,121.61545,Anhu Park,"Aly. 95, Ln. 113, Donghu Rd. & Ln. 75, Sec. 3, Kangning Rd. Intersection",2024-06-23 07:45:21,8,4,4
25.06671,121.58913,Huxing Park,"Aly. 23, Ln. 250, Sec. 2, Chenggong Rd. & Ln. 312, Sec. 2, Chenggong Rd. Intersection",2024-06-23 08:46:19,16,3,13
25.07849,121.61666,Antai St.(Kangle Bridge),Antai St.(Kangle Bridge),2024-06-23 08:24:20,15,12,3
25.07539,121.62030,Kangle Greens,"Ln. 191, Kangle St. &  Kangle St. Intersection",2024-06-23 08:47:20,15,8,7
25.08004,121.57568,MRT Gangqian Sta. (Exit 1),"No. 663, Sec. 1, Neihu Rd.",2024-06-23 08:46:14,23,18,0
25.06058,121.58660,"Mingmei Park (Ln. 333, Xingshan Rd.)","No. 92, Ln. 333, Xingshan Rd.",2024-06-23 08:51:20,16,10,6
25.06365,121.58609,"Ln. 383, Xingshan Rd.","No. 27, Ln. 383, Xingshan Rd. (Opposite)",2024-06-23 08:36:20,17,2,15
25.06321,121.57681,Jiuzong Rd. & Xinhu 3rd Rd. Intersection,"Sec. 1, Jiuzong Rd. & Xinhu 3rd Rd. Intersection (South)",2024-06-23 08:35:21,18,11,7
25.06766,121.57459,Neihu Sports Park,"Sec. 2, Jiuzong Rd. & Ln. 11, Sec. 6, Minquan E. Rd. Intersection",2024-06-23 06:51:19,17,4,13
25.08968,121.58352,"Ln. 326, Sec. 3, Neihu Rd.","Ln. 326, Sec. 3, Neihu Rd. & Sec. 3, Neihu Rd. Intersection",2024-06-23 08:44:20,15,6,9
25.08416,121.59665,Chengong Park,"Ln. 223, Sec. 4, Chenggong Rd. & Aly. 6, Ln. 223, Sec. 4, Chenggong Rd. Intersection",2024-06-23 07:52:19,11,7,4
25.07350,121.61258,"Aly. 93, Ln. 189, Sec. 3, Kangning Rd.","Ln. 189, Sec. 3, Kangning Rd. & Aly. 93, Ln. 189, Sec. 3, Kangning Rd. Intersection",2024-06-23 08:51:20,14,7,7
25.08227,121.59090,China Medical University Hospital (Taipei Branch),"No. 368, Sec. 2, Neihu Rd. (Opposite)",2024-06-23 08:51:20,13,2,11
25.06643,121.61732,Kangle Pumping Station,"No. 23, Ln. 160, Donghu Rd.",2024-06-23 08:50:31,15,13,2
25.08464,121.57945,"Ln. 16, Sec. 3, Huanshan Rd.","Sec. 3, Huanshan Rd. & Ln. 16, Sec. 3, Huanshan Rd. Intersection (Southeast)",2024-06-23 08:47:15,13,0,13
25.07860,121.58302,Wende Green No.1,"No. 91, Wende Rd.",2024-06-23 08:46:20,15,8,7
25.06265,121.57427,Taipei Flowers Auction,"No. 28, Xinhu 3rd Rd.",2024-06-23 08:13:19,30,6,23
25.06126,121.58201,Xingshan Social Housing,Xing'ai Rd. & Xinhu 1st Rd. Intersection (Southwest),2024-06-23 08:50:31,23,16,7
25.07210,121.60991,"Aly. 17, Ln. 99, Sec. 3, Kangning Rd.","No. 19, Ln. 99, Sec. 3, Kangning Rd. (Opposite)",2024-06-23 08:24:20,15,12,3
25.08019,121.56316,"Ln. 407, Sec. 2, Tiding Blvd.","No. 405, Sec. 2, Tiding Blvd.",2024-06-23 01:46:14,15,4,11
25.08156,121.56227,Heidelberg Science & Technology Building,"No. 473, Sec. 2, Tiding Blvd.",2024-06-22 23:08:19,12,3,9
25.08067,121.56560,Primax Headquarters Building,"No. 669, Ruiguang Rd.",2024-06-23 08:40:31,17,9,8
25.08202,121.56861,"Ln. 288, Sec. 1, Neihu Rd.","No. 290, Sec. 1, Neihu Rd.",2024-06-23 08:45:22,20,8,12
25.06749,121.57784,Mtc Bus (Neihu),"No. 25, Ln. 11, Sec. 6, Minquan E. Rd. (Opposite)",2024-06-23 08:36:20,15,10,5
25.06888,121.57711,Ruihu Park,"Aly. 15, Sec. 6, Minquan E. Rd. & Aly. 19, Sec. 6, Minquan E. Rd. Intersection",2024-06-23 06:56:19,15,2,13
25.07345,121.57848,"CECI Engineering Consultants, Inc.","No. 323, Yangguang St.",2024-06-23 08:39:19,16,12,4
25.07821,121.57103,Farglory Group,"No. 423, Yangguang St.",2024-06-23 08:49:20,14,5,9
25.07733,121.57270,"Ln. 358, Ruiguang Rd.","Ruiguang Rd. & Ln. 358, Ruiguang Rd. Intersection",2024-06-23 07:52:19,14,5,9
25.07897,121.57370,Dagangqian Park (Zhouzi St.),"Zhouzi St. & Ln. 393, Ruiguang Rd. Intersection",2024-06-23 08:24:20,18,5,13
25.08049,121.57361,Century Trade Building,"No. 396, Sec. 1, Neihu Rd.",2024-06-23 07:33:15,16,0,16
25.06805,121.58488,"Ln. 56, Sec. 6, Minquan E. Rd.","No. 7, Ln. 56, Sec. 6, Minquan E. Rd. (Opposite)",2024-06-23 08:49:20,15,8,7
25.06605,121.58206,"Xinhu 3rd Rd. & Ln. 146, Xinhu 2nd Rd. Intersection","No. 122、124, Xinhu 3rd Rd. (Opposite)",2024-06-23 07:46:20,15,3,12
25.06407,121.57787,"Xinhu 3rd Rd. & Ln. 146, Xinhu 2nd Rd. Intersection","No. 122、124, Xinhu 3rd Rd. (Opposite)",2024-06-23 06:11:19,15,6,9
25.06151,121.57811,Jiuzong Rd. & Xinhu 2nd Rd. Intersection,"Sec. 1, Jiuzong Rd. & Xinhu 2nd Rd. Intersection (South)",2024-06-23 08:46:20,17,8,9
25.08152,121.56489,Shinkong Jihu Building,"No. 12, Jihu Rd.",2024-06-23 08:04:19,19,6,13
25.08203,121.56298,"Aly. 15, Ln. 120, Sec. 1, Neihu Rd.","No. 8, Aly. 15, Ln. 120, Sec. 1, Neihu Rd. (Opposite)",2024-06-23 07:08:22,19,4,15
25.08318,121.56154,Beishihu Environmental Protection Park,"No. 501, Sec. 2, Tiding Blvd.",2024-06-22 22:31:19,14,6,8
25.07941,121.57277,Darwin Building,"No. 61, Zhouzi St.",2024-06-23 07:41:20,15,4,11
25.07074,121.61803,Donghu Park No.4,"No. 21, Ln. 110, Kangle St. (Opposite)",2024-06-23 08:13:19,21,15,6
25.08035,121.57050,Gamma Technology center,"No. 17-19, Ln. 360, Sec. 1, Neihu Rd.",2024-06-23 08:39:19,13,4,9
25.07983,121.59625,Fushou Park,"No. 156, Xingyun St.",2024-06-23 07:26:19,14,4,10
25.08227,121.56709,MRT Xihu Sta. (Exit 1) (Neihu Rd.),"No. 289, Sec. 1, Neihu Rd.",2024-06-23 08:47:20,13,10,3
25.06153,121.60033,ADATA Technology,"No. 537, Tanmei St.",2024-06-23 06:36:20,25,5,20
25.08514,121.56161,Sun Technology Plaza,"No. 16, Ln. 91, Sec. 1, Neihu Rd. (Opposite)",2024-06-23 08:31:20,15,11,4
25.07567,121.57341,"Ln. 316, Ruiguang Rd.","No. 35, Ln. 316, Ruiguang Rd.",2024-06-23 08:12:20,20,3,17
25.07862,121.58796,"Ln. 220, WenDe Rd.","WenDe Rd. & Ln. 220, WenDe Rd. Intersection (Southwest)",2024-06-23 08:47:19,15,7,8
25.06099,121.59662,ChangShou Pumping Station,"No. 38, AnMei St.",2024-06-23 08:06:21,15,13,2
25.07264,121.60692,MRT Huzhou Sta. (Exit 2),"No. 6, Ln. 16, Sec. 3, KangNing Rd. (Opposite)",2024-06-23 08:50:31,18,6,12
25.07595,121.62257,WuFenPi,"No. 25-35, Ln. 201, KangLe St.",2024-06-23 08:26:20,16,10,6
25.08438,121.57876,"Ln. 1, Sec. 3, HuanShan Rd. (Lishan Senior High School)","No. 15, Sec. 3, HuanShan Rd. (Opposite)",2024-06-23 08:34:19,18,10,8
25.06092,121.58898,"TanMei Park (No. 482, Sec. 6, NanJing E. Rd.)","No. 482, Sec. 6, NanJing E. Rd.",2024-06-22 17:39:20,29,9,20
25.05698,121.58173,"TanMei Park (Ln. 298, XinMing Rd.)","No. 242, Sec. 6, NanJing E. Rd. (Opposite)",2024-06-23 08:49:20,26,18,8
25.08389,121.57189,"LisHan Elementary School (Ln. 411, Sec. 1, NeiHu Rd.)","Ln. 411, Sec. 1, NeiHu Rd. & GangHua St. Intersection",2024-06-23 08:51:20,22,6,16
25.11680,121.50480,"Ln. 304, Sec. 7, Chengde Rd.","No. 306-308, Chengde Rd. (Front)",2024-06-23 08:29:19,20,13,7
25.10981,121.49886,Zhoumei Sports Park,"No. 271, Zhoumei St. (Front)",2024-06-23 08:32:20,20,6,14
25.11357,121.52255,Ronghua 2nd & Mingde Rd. Intersection,"No. 212, Mingde Rd. (Ronghua 2nd Rd. Side)",2024-06-23 08:50:30,30,13,17
25.10896,121.51936,MRT Mingde Station (Exit 1),"Sec.1, Xi'an St. & Mingde Rd. (Southeast)",2024-06-23 08:49:20,23,4,19
25.10788,121.51457,Wenlin & Jianmin Intersection,"No. 214-216, Wenlin N. Rd. (Front)",2024-06-23 08:32:20,25,14,9
25.12416,121.52607,Yongxin Greens,"No, 2, Ln. 10, Xingyi Rd. (Side)",2024-06-23 08:45:22,37,12,25
25.11739,121.46288,Guandu Temple,"No. 360, Zhixing Rd.",2024-06-23 08:51:20,62,9,53
25.11884,121.46912,Guandu Nature Park,"No. 68, Guandu Rd. (Opposite)",2024-06-23 08:50:25,25,24,1
25.12030,121.46650,Taipei Guandu hospital,"No. 7, Ln. 235, Zhixing Rd. (Opposite)",2024-06-23 08:49:20,14,6,8
25.13149,121.47365,MRT Zhongyi Sta. (Exit 1),"No. 262, Sec. 4, Zhongyang N. Rd. (Opposite)",2024-06-23 08:44:20,30,5,25
25.12397,121.46712,MRT Guandu Sta. (Exit 1),"Ln. 270, Sec. 3, Dadu Rd. & Ln. 55, Ligong St. (Southwest)",2024-06-23 08:47:20,71,10,61
25.12618,121.46737,MRT Guandu Sta. (Exit 2),"Ln. 583, Sec. 4, Zhongyang N. Rd. Intersection",2024-06-23 08:28:19,14,11,3
